ano,trimestre,departamento,municipio,impuestomes1,impuestomes2,impuestomes3,totalimpuesto
2018,4,CASANARE,TRINIDAD,36032413.5454239,32603582.5755038,35238563.4071418,103874559.528069
2018,4,CASANARE,SAN LUIS DE PALENQUE,43859164.6021966,39894703.1748941,43064598.0018737,126818465.778964
2018,4,CASANARE,SABANALARGA,369730518.076036,347325377.17548,376818841.316304,1093874736.56782
2018,4,CASANARE,PORE,58955251.2621607,61074640.6119617,59575279.7573003,179605171.631423
2018,4,CASANARE,PAZ DE ARIPORO,74698254.6401566,77383590.5755708,75483851.0807578,227565696.296485
2018,4,CASANARE,NUNCHIA,116020098.257769,117927920.910375,116734425.555818,350682444.723962
2018,4,CASANARE,MONTEREY,1584951178.22076,1452255740.4522,1564250062.75627,4601456981.42924
2018,4,CASANARE,MANI,60905519.3441667,58163245.324394,59538199.5293619,178606964.197923
2018,4,CASANARE,HATO COROZAL,163039863.051328,168901001.199618,164754543.595171,496695407.846117
2018,4,CALDAS,LA DORADA,138684444,144642654,146448750,429775848
2018,4,BOYACA,ZETAQUIRA,221278788.832607,210717441.627335,229386069.155137,661382299.615079
2018,4,BOYACA,VILLA DE LEYVA,190100677.151814,181027537.913229,197066564.94742,568194780.012463
2018,4,BOYACA,VENTAQUEMADA,76966675.4440145,73293154.3088914,79786585.2157148,230046414.968621
2018,4,BOYACA,TUNUNGUA,80775.3037108242,75507.4760649906,72583.7808199502,228866.560595765
2018,4,BOYACA,SUTAMARCHAN,11928141.657333,11358856.4937172,12365399.6703087,35652397.8213589
2018,4,BOYACA,SAN SOFIA,250132965.305749,238194590.856395,259298556.375911,747626112.538056
2018,4,BOYACA,SAN LUIS DE GACENO,38480193.2548271,36643638.2562703,39890466.5249612,115014298.036059
2018,4,BOYACA,SAMACA,221274865.460712,210713774.121354,229382543.657211,661371183.239278
2018,4,BOYACA,SACHICA,134687976.517551,128259555.536748,139623193.800417,402570725.854716
2018,4,BOYACA,RAMIRIQUI,163554025.960339,155747804.36479,169546350.836971,488848181.162101
2018,4,BOYACA,PAUNA,4615.73164061853,4314.71291799946,4147.64461828287,13078.0891769009
2018,4,BOYACA,PAEZ,211652724.893606,201550910.452996,219408048.374503,632611683.721105
2018,4,BOYACA,OTANCHE,527744620.094478,502550265.266861,547034535.155006,1577329420.51634
2018,4,BOYACA,MONIQUIRA,48099241.2817343,45803612.0669738,49862184.8857749,143765038.234483
2018,4,BOYACA,MIRAFLORES,375199113.81808,357291573.967907,388947533.859631,1121438221.64562
2018,4,BOYACA,JENESANO,259753177.804896,247355654.132111,269271321.016991,776380152.953997
2018,4,BOYACA,CUBARA,2314004.74339129,2222953.02718067,5243995.67648375,9780953.4470557
2018,4,BOYACA,CHIQUINQUIRÁ,62312.3771483501,58248.6243929927,55993.2023468187,176554.203888162
2018,4,BOYACA,CAMPOHERMOSO,211657709.883778,201555570.342947,219412527.830691,632625808.057416
2018,4,BOYACA,CALDAS,46157.3164061853,43147.1291799946,41476.4461828287,130780.891769009
2018,4,BOYACA,BRICEÑO,126932.62011701,118654.605244985,114060.227002779,359647.452364774
2018,4,BOYACA,BOYACA,57723492.5460663,54968450.7164924,59838578.7158957,172530521.978454
2018,4,BOLIVAR,TURBANA,45335859,39008077,35145443,119489379
2018,4,BOLIVAR,TALAIGUA NUEVO,28115610,23868806,27954934,79939350
2018,4,BOLIVAR,MOMPOS,65619884,55708137,65244878,186572899
2018,4,BOLIVAR,MARIA LA BAJA,75999050,65391434,58916283,200306767
2018,4,BOLIVAR,MAGANGUE,77790891,66596947,77625763,222013601
2018,4,BOLIVAR,CORDOBA,1282622,1568693,1516342,4367657
2018,4,BOLIVAR,CICUCO,58966132,50059420,58629151,167654703
2018,4,BOLIVAR,CARTAGENA,22191258,19093899,17203194,58488351
2018,4,BOLIVAR,ARJONA,60441136,52005026,46855415,159301577
2018,4,ARAUCA,TAME,159861016.237398,168968329.288176,162708280.915487,491537626.441061
2018,4,ARAUCA,SARAVENA,339193113.965091,356525563.53011,387886082.345613,1083604759.84081
2018,4,ARAUCA,FORTUL,55194869.7975114,58339332.1817141,56177938.7388997,169712140.718125
2018,4,ANTIOQUIA,ZARAGOZA,380312652,365709448,398720306,1144742406
2018,4,ANTIOQUIA,SONSON,26140607,26887108,27078291,80106006
2018,4,ANTIOQUIA,SEGOVIA,166725928,160324030,174795850,501845808
2018,4,ANTIOQUIA,REMEDIOS,463855880,446044839,486307434,1396208153
2018,4,ANTIOQUIA,PUERTO TRIUNFO,52285566,53755057,54166142,160206765
2018,4,ANTIOQUIA,PUERTO NARE,51317125,51610124,54430136,157357385
2018,4,ANTIOQUIA,PUERTO BERRIO,392923430,377835982,411941355,1182700767
2018,4,ANTIOQUIA,CAUCASIA,440463937,423551041,461782922,1325797900
2018,3,TOLIMA,VENADILLO,24270582,23467517,22626154,70364253
2018,3,TOLIMA,SUAREZ,2394229,2215163,2157886,6767278
2018,3,TOLIMA,SANDAÑA,24077799,23581736,23017823,70677358
2018,3,TOLIMA,SAN LUIS,1298147,1277292,1231364,3806803
2018,3,TOLIMA,PURIFICACIÓN,1457926,1384593,1464789,4307308
2018,3,TOLIMA,PIEDRAS,19828907,19172809,18485420,57487136
2018,3,TOLIMA,NATAGAIMA,36946700,36441524,34899372,108287596
2018,3,TOLIMA,MARIQUIRTA,34277185,32759743,31599628,98636556
2018,3,TOLIMA,LERIDA,34133615,32785502,31618282,98537399
2018,3,TOLIMA,IBAGUE,25698264,24847959,23957104,74503327
2018,3,TOLIMA,HONDA,17502487,16677050,16088392,50267929
2018,3,TOLIMA,GUAYABAL,36937953,35218704,33974702,106131359
2018,3,TOLIMA,GUAMO,34105864,33557957,32351275,100015096
2018,3,TOLIMA,FLANDES,7678044,7103798,6920118,21701960
2018,3,TOLIMA,FALAN,730094,691577,667322,2088993
2018,3,TOLIMA,ESPINAL,22393271,20886042,20199554,63478867
2018,3,TOLIMA,COYAIMA,21285711,20994669,20106205,62386585
2018,3,TOLIMA,COELLO,11340214,10969007,10575719,32884940
2018,3,TOLIMA,CARMEN DE APICALA,7916550,7324465,7135080,22376095
2018,3,TOLIMA,ALVARADO,31408989,30369728,29280904,91059621
2018,3,SUCRE,TOLU,111217687,127593012,110776334,349587033
2018,3,SUCRE,SINCE,93180987,88454882,82998903,264634772
2018,3,SUCRE,SICELEJO,67121277,62964104,55978962,186064343
2018,3,SUCRE,SAN PEDRO,6864035,5664239,1806172,14334446
2018,3,SUCRE,SAN ONOFRE,98540238,113048977,98149193,309738408
2018,3,SUCRE,SAN JUAN BETULIA,31908098,29825820,26074889,87808807
2018,3,SUCRE,PALMITO,15382659,16052606,11691754,43127019
2018,3,SUCRE,MORROA,6430853,6024753,5323841,17779447
2018,3,SUCRE,LOS PALMITOS,38637038,36801840,35044617,110483495
2018,3,SUCRE,GALERAS,1835407,1748228,1664754,5248389
2018,3,SUCRE,COVEÑAS,96267405,100808520,95579629,292655554
2018,3,SUCRE,COROZAL,29843849,27890337,24357945,82092131
2018,3,SUCRE,BUENAVISTA,9919914,9206607,7772849,26899370
2018,3,SANTANDER,SIMACOTA,64376950,53244733,56415853,174037536
2018,3,SANTANDER,SABANA DE TORRES,0,92614070,0,92614070
2018,3,SANTANDER,RIONEGRO,30100877,27349716,28132003,85582596
2018,3,SANTANDER,PUERTO WILCHES,174034962,174432958,169675604,518143524
2018,3,SANTANDER,PUERTO PARRA,110750832,93601336,97599917,301952085
2018,3,SANTANDER,PUENTE NACIONAL,235749299,243221475,258448315,737419089
2018,3,SANTANDER,LA BELLEZA,134848600,139122684,147832436,421803720
2018,3,SANTANDER,JESÚS MARIA,141449580,145932886,155068989,442451455
2018,3,SANTANDER,FLORIAN,318418720,328511139,349077524,996007383
2018,3,SANTANDER,CIMITARRA,499858284,427644406,441915795,1369418485
2018,3,SANTANDER,BOLIVAR,20960140,17840403,18505535,57306078
2018,3,SANTANDER,ALBANIA,102158030,105395973,111994269,319548272
2018,3,PUTUMAYO,VALLE DEL GUAMUEZ,25363346.9021575,31840993.7592847,26149620.8063049,83353961.4677471
2018,3,PUTUMAYO,SAN MIGUEL,9274643.86192093,11024248.1442974,9365338.08833249,29664230.0945508
2018,3,PUTUMAYO,PUERTO GUZMÁN,1673526.41836553,1618082.60852992,1656288.3664708,4947897.39336626
2018,3,PUTUMAYO,PUERTO CAICEDO,32351533.3819472,31752465.8722288,30585280.5846451,94689279.8388211
2018,3,PUTUMAYO,ORITO,106083615.521525,120062040.181155,104063314.857033,330208970.559714
2018,3,PUTUMAYO,MOCOA,759664.914083775,772393.434504101,826893.297213222,2358951.6458011
2018,3,NORTE DE SANTANDER,TOLEDO,80468929,69259910,0,149728839
2018,3,NORTE DE SANTANDER,TIBU,43292095,37261669,0,80553764
2018,3,NORTE DE SANTANDER,TEORAMA,18964958,16323211,0,35288169
2018,3,NORTE DE SANTANDER,SARDINATA,5923969,5098783,0,11022752
2018,3,NORTE DE SANTANDER,SAN CAYETANO,16962447,14599642,0,31562089
2018,3,NORTE DE SANTANDER,LA ESPERANZA,17815646,15951571,16759068,50526285
2018,3,NORTE DE SANTANDER,EL TARRA,33307729,28668088,0,61975817
2018,3,NORTE DE SANTANDER,EL CARMEN,24943294,21468787,0,46412081
2018,3,NORTE DE SANTANDER,CUCUTA,60050162,51685401,0,111735563
2018,3,NORTE DE SANTANDER,CONVENCIÓN,10574346,9101379,0,19675725
2018,3,NORTE DE SANTANDER,CHINACOTA,26528993,22833604,0,49362597
2018,3,NORTE DE SANTANDER,BOCHALEMA,9632994,8291155,0,17924149
2018,3,NARIÑO,TUMACO,80578526,93664265,72601375,246844166
2018,3,NARIÑO,SAPUYES,884996,1028717,797382,2711095
2018,3,NARIÑO,RICAUTE,14029056,16307337,12640201,42976594
2018,3,NARIÑO,PUPIALES,7498210,8715899,6755898,22970007
2018,3,NARIÑO,PUERRES,37092022,43115668,33419968,113627658
2018,3,NARIÑO,MALLAMA,32123417,37340175,28943248,98406840
2018,3,NARIÑO,GUALMATAN,5714491,6642509,5148765,17505765
2018,3,NARIÑO,GUACHUCAL,9237999,10738226,8323451,28299676
2018,3,NARIÑO,CORDOBA,17316444,20128588,15602142,53047174
2018,3,NARIÑO,CONTADERO,3217833,3740400,2899272,9857505
2018,3,NARIÑO,BARBACOAS,33599630,39056121,30273318,102929069
2018,3,NARIÑO,ALDANA,2093971,2434026,1886671,6414668
2018,3,META,RESTREPO,35224339.9826864,38442872.4090876,35700319.2153728,109367531.607147
2018,3,META,PUERTO LOPEZ,531353984.562853,577714849.06099,535704012.125706,1644772845.74955
2018,3,META,CUMARAL,359028438.755064,391910132.993027,363954923.010128,1114893494.75822
2018,3,META,BARRANCA DE UPIA,306554441.699397,334624400.536896,310755107.648794,951933949.885087
2018,3,MAGDALENA,SANTA BARBARA DE PINTO,6834871,5640173,1798498,14273542
2018,3,MAGDALENA,SANTA ANA,8237162,6797351,2167490,17202003
2018,3,MAGDALENA,SAN ZENON,6039203,5490134,4151351,15680688
2018,3,MAGDALENA,SAN SEBASTIÁN BUENAVISTA,50987773,47864827,42700675,141553275
2018,3,MAGDALENA,PIJINO DEL CARMEN,5659104,4669923,1489112,11818139
2018,3,MAGDALENA,GUAMAL,65172056,61472041,56051346,182695443
2018,3,MAGDALENA,EL BANCO,151804676,144175791,134901213,430881680
2018,3,HUILA,YAGUARA,26790982.1345439,26695652.0096308,27508660.7604832,80995294.9046579
2018,3,HUILA,TESALIA,6143616.1140767,6194818.93490322,6091839.06022393,18430274.1092038
2018,3,HUILA,RIVERA,1260497.41454998,1304802.15292578,1300211.44582315,3865511.01329891
2018,3,HUILA,PALERMO,22365226.9803649,22178358.2280169,23282039.2863691,67825624.494751
2018,3,HUILA,HOBO,348047.79356977,360281.191479506,359013.608175049,1067342.59322433
2017,2,TOLIMA,SAN LUIS,1525737,1400381,1493073,4419191
2017,3,BOYACA,ZETAQUIRA,189652049.142118,179317965.655526,159096269.219376,528066284.017021
2017,3,TOLIMA,CARMEN DE APICALA,8069046,7785042,7828523,23682611
2017,3,PUTUMAYO,MOCOA,349325.649632231,357254.263146504,357572.755663519,1064152.66844225
2017,2,BOLIVAR,MAGANGUE,59904305,65468492,61301626,186674423
2017,4,CORDOBA,TUCHIN,75602601,63682854,63056457,202341912
2017,2,SANTANDER,FLORIAN,277940198.037409,294514922.566321,328159972.586656,900615093.190385
2017,4,CESAR,PAILITAS,1715461,7021462,8104649,16841572
2017,3,NARIÑO,ALDANA,1785056,2419055,2088076,6292187
2017,2,MAGDALENA,SANTA BARBARA DE PINTO,8245986,8654306,1594948,18495240
2017,1,BOYACA,VENTAQUEMADA,51524741.0522827,54890755.7579153,61983638.044373,168399134.854571
2017,1,TOLIMA,SANDAÑA,34449273,31889120,35222074,101560467
2017,4,HUILA,PALERMO,25932897.912224,25574511.8963091,26468511.8466236,77975921.6551566
2017,4,ANTIOQUIA,ZARAGOZA,432110921,364022220,360448436,1156581577
2017,3,CESAR,PELAYA,40824481,44256859,42292574,127373914
2017,2,NORTE DE SANTANDER,TIBU,53336164,57125723,0,110461887
2017,2,SANTANDER,SIMACOTA,55615187.3958946,54177238.572299,58776709.324505,168569135.292699
2017,2,NORTE DE SANTANDER,CONVENCIÓN,13027668,13953290,0,26980958
2017,3,BOYACA,CAMPOHERMOSO,181406069.824334,171521296.298577,152178812.292785,505106178.415696
2017,4,NORTE DE SANTANDER,BOCHALEMA,0,9688502,12531816,22220318
2017,4,ARAUCA,FORTUL,60152285.8092123,40009617.0852124,81503072.1576292,181664975.052054
2017,3,TOLIMA,SUAREZ,2440349,2354456,2367607,7162412
2017,3,BOYACA,CALDAS,42028.1529851777,41739.3804796394,40361.5526128246,124129.086077642
2017,2,ANTIOQUIA,SONSON,22853532,20994470,22096008,65944010
2017,1,TOLIMA,VENADILLO,31913740,29633648,33424266,94971654
2017,3,TOLIMA,PIEDRAS,24849263,23762312,21626723,70238298
2017,4,MAGDALENA,SAN SEBASTIÁN BUENAVISTA,40016514,41758920,42190424,123965858
2017,1,CESAR,GAMARRA,41051708,31064827,30634247,102750782
2017,2,SUCRE,SICELEJO,52279411,56927352,50103996,159310759
2017,4,MAGDALENA,EL BANCO,127289419,122540665,120342273,370172357
2017,3,ANTIOQUIA,PUERTO NARE,54966895,55158478,47690262,157815635
2017,1,BOYACA,BOYACA,38641915.2762153,41166630.3549066,46486160.4389181,126294706.07004
2017,3,CASANARE,NUNCHIA,92094451.5401617,76096983.7175014,97017814.7573217,265209250.014985
2017,2,SANTANDER,PUERTO WILCHES,22986964.6098623,23622860.0485605,23935239.3866119,70545064.0450348
2017,2,PUTUMAYO,SAN MIGUEL,6271846.37579021,22649641.8991808,5997680.27214127,34919168.5471123
2017,2,SUCRE,COROZAL,23643051,25700790,21799574,71143415
2017,4,SANTANDER,RIONEGRO,26413160,26730230,31519016,84662406
2017,3,NORTE DE SANTANDER,TOLEDO,0,71313664,78102735,149416399
2017,2,BOLIVAR,ARJONA,52288296,53428886,50962781,156679963
2017,2,BOYACA,CHIQUINQUIRÁ,63358.802227489,122736.204153339,53036.4345260785,239131.440906906
2017,3,CASANARE,PORE,49143691.2335547,40502133.2826137,53468954.1358517,143114778.65202
2017,4,PUTUMAYO,ORITO,98894078.433942,107078141.219344,116223599.708233,322195819.361519
2017,1,BOLIVAR,MAGANGUE,68832549,54765787,58937857,182536193
2017,1,SANTANDER,SIMACOTA,49296294,44967746,57844971,152109011
2017,1,SUCRE,SAN JUAN BETULIA,29224070,22067582,22378762,73670414
2017,4,BOYACA,SACHICA,118252218.721953,102523191.265418,98603788.8122669,319379198.799638
2017,3,BOYACA,SUTAMARCHAN,10223197.6972808,9666066.5865928,8575903.64266951,28465167.9265431
2017,2,ARAUCA,FORTUL,78979909.8403051,78421597.4532138,39256970.2440822,196658477.537601
2017,1,BOYACA,MIRAFLORES,251168564.653174,267579692.572357,302156324.123661,820904581.349193
2017,2,BOYACA,TUNUNGUA,82131.7806652635,159102.486865439,68750.9336449166,309985.201175619
2017,4,BOYACA,SAMACA,194273170.179282,168432443.054842,161993442.490459,524699055.724583
2017,1,NARIÑO,BARBACOAS,49103655,41327056,31579447,122010158
2017,2,SUCRE,SINCE,68617390,75157913,74308256,218083559
2017,3,SUCRE,COVEÑAS,106502089,108196816,96313326,311012231
2017,4,SUCRE,MORROA,4988782,5285691,5355704,15630177
2017,1,CASANARE,HATO COROZAL,325334687.618283,121949063.311798,31866046.0873158,479149797.017397
2017,3,NORTE DE SANTANDER,CONVENCIÓN,0,9371261,10263407,19634668
2017,2,PUTUMAYO,ORITO,112173680.999425,107582065.205195,89970730.5664133,309726476.771033
2017,4,NARIÑO,BARBACOAS,32592960,31802911,38175231,102571102
2017,2,CESAR,PELAYA,40698183,44268702,37634222,122601107
2017,4,SUCRE,SAN JUAN BETULIA,24431608,26329888,26763172,77524668
2017,2,CASANARE,HATO COROZAL,223591788.725106,221864595.162848,130345852.241017,575802236.128971
2017,3,DEPARTAMENTO NN,MUNICIPIO NN,1220893,1308489,990961,3520343
2017,4,BOYACA,BRICEÑO,120139.894813022,107100.278436117,108358.92708178,335599.100330919
2017,1,NARIÑO,GUALMATAN,8351353,7028740,5370906,20750999
2017,2,BOLIVAR,TALAIGUA NUEVO,19773976,21710368,22143054,63627398
2017,2,BOLIVAR,CARTAGENA,19197903,19616676,18711234,57525813
2017,4,CORDOBA,PURÍSIMA,26375145,22211950,21992636,70579731
2017,1,DEPARTAMENTO NN,MUNICIPIO NN,1586309,1193893,1477010,4257212
2017,3,NARIÑO,CORDOBA,14761820,20004784,17267698,52034302
2017,4,BOYACA,MONIQUIRA,42229520.7752457,36612381.6537614,35212559.0042263,114054461.433233
2017,3,SUCRE,BUENAVISTA,7544755,8640779,8199986,24385520
2017,3,NARIÑO,MALLAMA,27384381,37110509,32032989,96527879
2017,4,SANTANDER,BOLIVAR,19548180,18476640,19427080,57451900
2017,3,MAGDALENA,SANTA BARBARA DE PINTO,1474200,6098013,5914949,13487162
2017,4,SANTANDER,PUERTO WILCHES,158844322,151414368,166186480,476445170
2017,2,BOYACA,SAN LUIS DE GACENO,27122023.4488332,28811681.2144911,32052987.6652482,87986692.3285726
2017,2,SUCRE,TOLU,111631995,114067077,108802109,334501181
2017,3,TOLIMA,FALAN,903297,820522,745365,2469184
2017,4,NORTE DE SANTANDER,LA ESPERANZA,15744869,15640935,18282021,49667825
2017,1,TOLIMA,ESPINAL,25030763,23053652,27187626,75272041
2017,1,BOLIVAR,TALAIGUA NUEVO,22517894,18887738,21331160,62736792
2017,2,NARIÑO,CONTADERO,4314941,3187794,3259094,10761829
2017,2,NARIÑO,CORDOBA,23220420,17154793,17538484,57913697
2017,2,BOYACA,MIRAFLORES,264457243.478351,280947817.946612,312531292.62277,857936354.047733
2017,1,BOYACA,SAN LUIS DE GACENO,25758965.527729,27442395.5070576,30988562.3405594,84189923.375346
2017,2,TOLIMA,CARMEN DE APICALA,8474083,7812302,8216659,24503044
2017,4,CORDOBA,SAHAGUN,368941734,310821425,307772484,987535643
2017,3,BOYACA,VENTAQUEMADA,65966058.8528128,62371593.3667692,55337956.1371339,183675608.356716
2017,4,BOLIVAR,MOMPOS,54079922,51025714,49876884,154982520
2017,1,HUILA,HOBO,640052.048043997,911361.676852101,893068.989212396,2444482.71410849
2017,4,BOYACA,TUNUNGUA,76452.6603355597,68154.7226411655,68955.6808702234,213563.063846949
2017,4,NARIÑO,GUACHUCAL,8961222,8744003,10496031,28201256
2017,3,NORTE DE SANTANDER,SAN CAYETANO,0,15032563,16463665,31496228
2017,4,BOYACA,SAN SOFIA,219609514.43399,190398652.851202,183119743.971388,593127911.256581
2017,3,SANTANDER,PUERTO PARRA,104075039,96642809,88800664,289518512
2017,2,SUCRE,COVEÑAS,86010510,91178461,90394575,267583546
2017,2,CASANARE,SABANALARGA,281334549.452225,291995575.687479,334002635.432268,907332760.571973
2017,3,BOYACA,OTANCHE,452333323.946603,427700188.158854,379492320.881851,1259525832.98731
2017,3,TOLIMA,COYAIMA,28703479,27290310,23962975,79956764
2017,3,NORTE DE SANTANDER,EL CARMEN,0,22105398,24209835,46315233
2017,1,BOYACA,CUBARA,63642636.9087459,24110974.272884,2396215.09740292,90149826.2790328
2017,4,BOYACA,SAN LUIS DE GACENO,33784374.1937147,29290580.4284021,28170731.0497028,91245685.6718197
2017,3,TOLIMA,COELLO,14233130,13609513,12379687,40222330
2017,4,NORTE DE SANTANDER,SARDINATA,0,5958105,7706648,13664753
2017,2,HUILA,HOBO,613668.911463901,0,0,613668.911463901
2017,2,NORTE DE SANTANDER,CHINACOTA,32683905,35006112,0,67690017
2017,3,CESAR,PAILITAS,1523575,6302255,6113059,13938889
2017,3,NARIÑO,PUPIALES,6392029,8662291,7477102,22531422
2017,4,CASANARE,SABANALARGA,349034677.231735,298181963.608566,289001289.35431,936217930.194611
2017,4,TOLIMA,ESPINAL,22149250,21587493,22592775,66329518
2017,1,TOLIMA,COYAIMA,30160011,28170305,31342975,89673291
2017,4,NARIÑO,CORDOBA,16797630,16390458,19674599,52862687
2017,2,BOYACA,PAUNA,4693.24460944363,9091.5706780251,3928.62477970952,17713.4400671782
2017,3,NORTE DE SANTANDER,TEORAMA,0,16807240,18407292,35214532
2017,1,CESAR,SAN ALBERTO,47118577,35661222,35150646,117930445
2017,3,HUILA,RIVERA,1482522.43685846,1395963.33239371,1370554.99198331,4249040.76123549
2017,2,CUNDINAMARCA,PARATEBUENO,146498708,149487370,153080085,449066163
2017,1,ARAUCA,ARAUQUITA,0,0,27470490,27470490
2017,3,BOLIVAR,TURBANA,39292697,41820432,37141548,118254677
2017,1,TOLIMA,PURIFICACIÓN,2174927,1939730,2075048,6189705
2017,2,TOLIMA,COYAIMA,24765149,22580040,24273446,71618635
2017,3,TOLIMA,VENADILLO,30415499,29085069,26471108,85971676
2017,3,NARIÑO,RICAUTE,11959407,16207037,13989564,42156008
2017,2,CORDOBA,BUENAVISTA,156598723,167780453,183001502,507380678
2017,4,NORTE DE SANTANDER,CONVENCIÓN,0,10635278,13756445,24391723
2017,4,SANTANDER,CIMITARRA,469191585,445679622,461562302,1376433509
2017,2,MAGDALENA,SAN SEBASTIÁN BUENAVISTA,39580766,43114460,38219930,120915156
2017,3,BOYACA,PAEZ,181401530.783811,171516788.445485,152174453.245102,505092772.474399
2017,4,CASANARE,NUNCHIA,119932456.187484,80944616.3427957,144677669.87822,345554742.4085
2017,3,TOLIMA,NATAGAIMA,49822101,47369191,41593765,138785057
2017,3,CORDOBA,BUENAVISTA,240121856,232558951,201514405,674195212
2017,4,PUTUMAYO,SAN MIGUEL,8038234.9282131,10123192.3769273,10252715.7872106,28414143.092351
2017,2,SUCRE,SAN JUAN BETULIA,25254323,27454928,23336308,76045559
2017,4,NORTE DE SANTANDER,CUCUTA,0,60396187,78120838,138517025
2017,1,CAUCA,PIAMONTE,379576,288961,392722,1061259
2017,2,BOYACA,BRICEÑO,129064.2267597,250018.19364569,108037.181442012,487119.601847402
2017,3,BOLIVAR,MOMPOS,56443463,54470279,51921907,162835649
2017,3,BOYACA,PAUNA,4202.81529851777,4173.93804796394,4036.15526128246,12412.9086077642
2017,3,SUCRE,SAN PEDRO,1480490,6124034,5940189,13544713
2017,3,NORTE DE SANTANDER,CHINACOTA,0,23510685,25748906,49259591
2017,2,BOYACA,CUBARA,47887144.3200524,53275584.1280143,1969537.46081177,103132265.908878
2017,4,HUILA,AIPE,83263559.3870122,81663407.6402948,84236912.580061,249163879.607368
2017,1,ANTIOQUIA,PUERTO TRIUNFO,49302523,47928862,56891221,154122606
2017,2,ARAUCA,SARAVENA,438795364.434732,379650689.000256,205338351.300638,1023784404.73563
2017,2,SANTANDER,JESÚS MARIA,123276524.816264,130634327.105112,145577666.103252,399488518.024628
2017,3,CORDOBA,SAHAGUN,366222446,354699467,307367074,1028288987
2017,3,SANTANDER,PUENTE NACIONAL,246894899,233418940,207058463,687372302
2017,2,SUCRE,LOS PALMITOS,27980343,30702822,31377401,90060566
2017,4,MAGDALENA,SANTA ANA,2000417,8187801,9450917,19639135
2017,4,SUCRE,SICELEJO,52458611,55043245,55670065,163171921
2017,2,BOYACA,RAMIRIQUI,115282025.020402,122475652.235958,136236437.149565,373994114.405926
2017,1,ANTIOQUIA,SEGOVIA,114559216,123481470,138004502,376045188
2017,2,SANTANDER,BOLIVAR,18823039.1596457,18758426.8770709,19772744.8225646,57354210.8592812
2017,3,SUCRE,MORROA,5189359,5590048,5294630,16074037
2017,1,BOYACA,CHIQUINQUIRÁ,67485.1061537697,59100.2137991614,64526.1680229379,191111.487975869
2017,1,PUTUMAYO,VALLE DEL GUAMUEZ,20363740.3853325,17170067.0078981,18486968.6334807,56020776.0267113
2017,2,HUILA,PALERMO,28941639.0936012,19146920,17330438,65418997.0936012
2017,4,BOYACA,CAMPOHERMOSO,185829814.774365,161112239.59727,154953229.06903,501895283.440665
2017,3,SUCRE,COROZAL,23717472,25956060,24596925,74270457
2017,2,META,PUERTO LOPEZ,531172595.298196,547116247.667306,520096958.605763,1598385801.57127
2017,1,BOYACA,SAMACA,148128942.872452,157806816.254432,178198476.025021,484134235.151905
2017,1,CORDOBA,CHINU,27013875,29132386,32559852,88706113
2017,1,BOYACA,OTANCHE,353431194.310466,376452338.701797,425085090.757169,1154968623.76943
2017,1,BOYACA,RAMIRIQUI,109489901.96187,116642703.130854,131715064.922889,357847670.015612
2017,1,CESAR,CHIMICHAGUA,27291496,12392399,3699040,43382935
2017,2,META,BARRANCA DE UPIA,325762250.937203,334580378.705116,325618390.139754,985961019.782072
2017,1,SANTANDER,PUERTO PARRA,91133417,82875148,100911992,274920557
2017,3,BOYACA,VILLA DE LEYVA,162929779.544376,154051495.964889,136678620.530744,453659896.040009
2017,4,META,RESTREPO,40803039.678661,40375476.8219293,40694646.3219201,121873162.82251
2017,2,SANTANDER,GIRON,85952.5615284836,88244.8271961698,89427.6722215727,263625.060946226
2017,3,META,RESTREPO,39746181.4812198,39838902.079696,37280153.2626001,116865236.823516
2017,4,TOLIMA,LERIDA,35829747,35295289,38228966,109354002
2017,3,BOYACA,SAN LUIS DE GACENO,32980166.2584843,31182953.1880894,27666228.4377952,91829347.8843689
2017,4,NARIÑO,CONTADERO,3121424,3045761,3656038,9823223
2017,1,TOLIMA,SUAREZ,2527514,2318333,2777641,7623488
2017,4,ARAUCA,SARAVENA,325975805.203241,404735374.973774,357080241.721274,1087791421.89829
2017,4,CORDOBA,BUENAVISTA,241896896,203775904,201774513,647447313
2017,3,CESAR,SAN ALBERTO,42073811,41390522,44647897,128112230
2017,1,TOLIMA,HONDA,21241835,19848621,23554835,64645291
2017,2,NARIÑO,MALLAMA,43075775,31823543,32535319,107434637
2017,3,SUCRE,GALERAS,1633199,1589535,1500293,4723027
2017,1,NORTE DE SANTANDER,EL TARRA,55052090,19764689,0,74816779
2017,2,ANTIOQUIA,PUERTO BERRIO,289048952,309684400,337764410,936497762
2017,3,TOLIMA,HONDA,21734083,20041268,18215855,59991206
2017,3,CORDOBA,MOMIL,83217193,80595876,69836613,233649682
2017,3,BOYACA,MIRAFLORES,321572303.401564,304049373.448924,269760790.445419,895382467.295908
2017,4,BOYACA,RAMIRIQUI,143596089.1028,124496109.433764,119736878.502356,387829077.03892
2017,1,META,CUMARAL,393061155.62993,361979248.343357,372996732.026196,1128037135.99948
2017,4,HUILA,CAMPOALEGRE,2856906.00497699,2568763.69660103,2065465.34374815,7491135.04532617
2017,4,NORTE DE SANTANDER,TIBU,0,43541555,56319826,99861381
2017,4,TOLIMA,VENADILLO,25937663,25329967,27350484,78618114
2017,2,BOLIVAR,TURBANA,39220554,40076091,38226308,117522953
2017,3,BOYACA,TUNUNGUA,73549.267724061,73043.9158393689,70632.7170724431,217225.900635873
